143.636 149.293 84
147.5 150.328 84
147.5 150.328 86
143.636 149.293 86

143.636 149.293 84
144.671 153.156 84
144.671 153.156 86
143.636 149.293 86

143.636 149.293 84
140.808 152.121 84
140.808 152.121 86
143.636 149.293 86

143.636 149.293 84
139.772 148.258 84
139.772 148.258 86
143.636 149.293 86

143.636 149.293 84
142.601 145.429 84
142.601 145.429 86
143.636 149.293 86

143.636 149.293 84
146.464 146.465 84
146.464 146.465 86
143.636 149.293 86

143.636 149.293 84
147.5 150.328 84
147.5 150.328 86
143.636 149.293 86

