-5 -4 4
-1.5359 -2 4
-1.5359 -2 6
-5 -4 6

-5 -4 4
-4.99995 -8.80013e-05 4
-4.99995 -8.80013e-05 6
-5 -4 6

-5 -4 4
-8.46405 -2.00009 4
-8.46405 -2.00009 6
-5 -4 6

-5 -4 4
-8.4641 -6 4
-8.4641 -6 6
-5 -4 6

-5 -4 4
-5.00005 -7.99991 4
-5.00005 -7.99991 6
-5 -4 6

-5 -4 4
-1.53595 -5.99991 4
-1.53595 -5.99991 6
-5 -4 6

-5 -4 4
-1.5359 -2 4
-1.5359 -2 6
-5 -4 6

